year_month,sentiment_BR,total_BR,sentiment_BRG1665,sentiment_BRG1666,sentiment_BRG1667,sentiment_BRG1668,sentiment_BRG1669,sentiment_BRG1670,sentiment_BRG1671,sentiment_BRG1672,sentiment_BRG1673,sentiment_BRG1674,sentiment_BRG1675,sentiment_BRG1676,sentiment_BRG1677,sentiment_BRG1678,sentiment_BRG1679,sentiment_BRG1680,sentiment_BRG1681,sentiment_BRG1682,sentiment_BRG1683,sentiment_BRG1685,sentiment_BRG1686,sentiment_BRG1687,sentiment_BRG1688,sentiment_BRG1689,sentiment_BRG1690,sentiment_BRG1691,total_BRG1665,total_BRG1666,total_BRG1667,total_BRG1668,total_BRG1669,total_BRG1670,total_BRG1671,total_BRG1672,total_BRG1673,total_BRG1674,total_BRG1675,total_BRG1676,total_BRG1677,total_BRG1678,total_BRG1679,total_BRG1680,total_BRG1681,total_BRG1682,total_BRG1683,total_BRG1685,total_BRG1686,total_BRG1687,total_BRG1688,total_BRG1689,total_BRG1690,total_BRG1691,year,month,population_growth_annual_percent,population_density_people_per_sq_km_of_land_area,poverty_headcount_ratio_at_2_15_a_day_2017_ppp_percent_of_population,gni_per_capita_ppp_current_international,income_share_held_by_lowest_20_percent,life_expectancy_at_birth_total_years,fertility_rate_total_births_per_woman,adolescent_fertility_rate_births_per_1_000_women_ages_15_19,births_attended_by_skilled_health_staff_percent_of_total,mortality_rate_under_5_per_1_000_live_births,school_enrollment_primary_percent_gross,school_enrollment_secondary_percent_gross,school_enrollment_primary_and_secondary_gross_gender_parity_index_gpi,annual_freshwater_withdrawals_total_percent_of_internal_resources,urban_population_growth_annual_percent,gdp_growth_annual_percent,gross_capital_formation_percent_of_gdp,mobile_cellular_subscriptions_per_100_people,statistical_capacity_score_overall_average_scale_0_100,people_using_safely_managed_drinking_water_services_percent_of_population,hospital_beds_per_1_000_people,nurses_and_midwives_per_1_000_people,physicians_per_1_000_people,in_reply_to_status_count,in_reply_to_user_count,in_quotation_user_count,in_quotation_status_count,in_retweet_user_count,in_retweet_status_count,entities_count,followers_mean,following_mean,user_statuses_mean,verified_users_count,retweets_count,quotes_count,replies_count,num_retweets_mean,num_quotes_mean,num_replies_mean
2013-11-01T00:00:00Z,-0.08469247396345057,5089,-0.13636363636363635,-0.016666666666666666,-0.09523809523809523,-0.14049586776859505,-0.058823529411764705,-0.041237113402061855,-0.058394160583941604,-0.08974358974358974,-0.044585987261146494,-0.05859375,-0.02857142857142857,-0.10714285714285714,-0.09364820846905537,0,-0.06227106227106227,-0.12371134020618557,-0.01744186046511628,-0.07692307692307693,-0.03333333333333333,-0.11358024691358025,-0.16666666666666666,-0.2,-0.18947368421052632,-0.09772296015180265,0,0,22,120,21,121,272,194,137,78,157,256,35,140,1228,25,273,194,172,13,30,405,6,5,95,1054,31,5,2013,11,0.8683462,24.13477,3.7,15320,3.5,73.918,1.748,63.0646,98,16.7,109.9451,103.9177,1.01665,1.190697,1.204556,3.004823,21.69377,134.3929,75.55556,80.41174,2.25,7.5635,1.882,346,379,0,0,834,834,1495,4735.269797602672,779.3601886421694,24846.82236195716,76,834,0,346,0.16584790725093337,0,0.0072705836117115345
2013-12-01T00:00:00Z,-0.14150304671631686,4431,-0.29411764705882354,-0.07575757575757576,-0.12,-0.12,-0.039473684210526314,-0.11688311688311688,-0.04838709677419355,-0.1875,-0.12612612612612611,-0.09285714285714286,-0.23529411764705882,-0.0970873786407767,-0.16554054054054054,0,-0.076,-0.11764705882352941,-0.11538461538461539,0,-0.2608695652173913,-0.20224719101123595,-0.25,-0.08333333333333333,-0.2653061224489796,-0.1560353287536801,-0.058823529411764705,-0.058823529411764705,17,66,25,100,228,154,124,80,111,140,17,103,1184,20,250,187,78,1,23,356,4,12,98,1019,17,17,2013,12,0.8683462,24.13477,3.7,15320,3.5,73.918,1.748,63.0646,98,16.7,109.9451,103.9177,1.01665,1.190697,1.204556,3.004823,21.69377,134.3929,75.55556,80.41174,2.25,7.5635,1.882,328,355,0,0,822,822,1366,4192.085985104943,1079.3766644098398,25124.764612954186,51,822,0,328,0.17467840216655384,2.2568269013766644e-4,0.006093432633716994
2014-01-01T00:00:00Z,-0.10790296175026046,6719,-0.1,-0.03614457831325301,-0.03076923076923077,-0.07017543859649122,-0.0647887323943662,-0.056338028169014086,-0.05263157894736842,-0.0761904761904762,-0.078534031413612565,-0.046153846153846156,-0.08333333333333333,-0.11258278145695365,-0.13825757575757575,-0.05555555555555555,-0.049689440993788817,-0.11400651465798045,-0.047619047619047616,0,-0.4146341463414634,-0.11643835616438356,0,-0.07692307692307693,-0.15028901734104047,-0.13501577287066246,0,0,20,83,65,114,355,284,323,105,191,195,24,151,1584,18,322,307,105,2,41,584,10,26,173,1585,46,6,2014,1,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,559,600,0,0,1242,1242,2211,8810.751302277124,1303.1425807411817,25632.092573299597,167,1242,0,559,0.24185146599196308,1.488316713796696e-4,0.015180830480726298
2014-02-01T00:00:00Z,-0.08109486569194152,5882,-0.12,-0.028368794326241134,-0.0847457627118644,-0.043478260869565216,-0.030303030303030304,-0.038869257950530034,-0.009345794392523364,-0.07207207207207207,-0.05069124423963134,-0.05855855855855856,-0.047619047619047616,-0.05128205128205128,-0.10022779043280182,-0.06666666666666667,-0.04854368932038835,-0.10256410256410256,-0.007462686567164179,-0.1111111111111111,-0.11538461538461539,-0.12875536480686695,0,-0.08823529411764706,-0.14012738853503184,-0.10825545171339564,-0.01694915254237288,0,25,141,59,115,330,283,214,111,217,222,21,117,1317,15,309,195,134,9,26,466,11,34,157,1284,59,11,2014,2,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,381,456,0,0,975,975,1760,7085.728323699422,1855.9015640938455,28425.257055423324,63,975,0,381,0.22254335260115607,0,0.01088065283917035
2014-03-01T00:00:00Z,-0.1655247230786799,17514,-0.09722222222222222,-0.0330188679245283,-0.05,-0.08713692946058091,-0.09605662285136501,-0.06963249516441006,-0.0380952380952381,-0.23529411764705882,-0.09487666034155598,-0.06053811659192825,-0.22535211267605634,-0.11764705882352941,-0.2001407789770061,-0.1,-0.07894736842105263,-0.1759379042690815,-0.04691358024691358,-0.13333333333333333,-0.2937062937062937,-0.2515952597994531,-0.07692307692307693,-0.09782608695652174,-0.2744186046511628,-0.1799418604651163,-0.03409090909090909,0,72,212,120,241,989,517,420,323,527,446,71,374,4262,60,950,773,405,15,143,2194,26,92,645,3440,176,21,2014,3,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,1222,1432,0,0,2597,2597,4838,5955.281089414183,1472.1155075939248,24974.337729816147,221,2597,0,1222,0.1943017014959461,5.709717939933768e-4,0.01301815690304899
2014-04-01T00:00:00Z,-0.11405450797770822,13099,-0.08571428571428572,-0.03056768558951965,-0.009433962264150943,-0.07352941176470588,-0.05921052631578947,-0.05476190476190476,-0.0625,-0.08461538461538462,-0.04826254826254826,-0.04716981132075472,-0.13846153846153847,-0.0847953216374269,-0.12450663796196627,-0.07894736842105263,-0.040880503144654086,-0.136,-0.019851116625310174,-0.037037037037037035,-0.29411764705882354,-0.20906949352179033,0,0.008928571428571428,-0.1878453038674033,-0.1543921916592724,0.005494505494505495,-0.125,35,229,106,272,760,420,416,260,518,424,65,342,2787,38,636,625,403,27,68,1698,20,112,362,2254,182,40,2014,4,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,560,643,0,0,1782,1782,3122,8423.405679822887,2139.326131765784,28603.78853347584,269,1782,0,560,0.1621497824261394,0.0017558592258951065,0.0083212458966333315
2014-05-01T00:00:00Z,-0.18580286508445584,14031,-0.07692307692307693,-0.028901734104046242,-0.1724137931034483,-0.19753086419753085,-0.1083223249669749,-0.05912596401028278,-0.13002364066193853,-0.17194570135746606,-0.1048951048951049,-0.10632911392405063,-0.12903225806451613,-0.13623188405797101,-0.2082018927444795,-0.07692307692307693,-0.09768211920529801,-0.23407407407407407,-0.04185022026431718,0,-0.4673913043478261,-0.28919071873231467,-0.15384615384615385,-0.0945945945945946,-0.33695652173913043,-0.208130081300813,-0.016304347826086956,-0.05263157894736842,39,173,58,324,757,389,423,221,572,395,62,345,3487,52,604,675,454,5,92,1767,13,74,368,2460,184,38,2014,5,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,669,789,0,0,2369,2369,4273,6226.1645641793175,1789.2384719549568,27711.808352932792,226,2369,0,669,0.15373102416078682,3.563537880407668e-4,0.00848122015537025
2014-06-01T00:00:00Z,-0.1589585474477561,5838,-0.09090909090909091,-0.05454545454545454,-0.019230769230769232,-0.1875,-0.1169811320754717,-0.07017543859649122,-0.1554054054054054,-0.19801980198019803,-0.14917127071823205,-0.1390728476821192,-0.18840579710144928,-0.10919540229885058,-0.1652892561983471,-0.14285714285714285,-0.14022140221402213,-0.21942446043165467,-0.043478260869565216,-0.25,-0.23684210526315788,-0.25773195876288657,0,-0.14285714285714285,-0.15584415584415584,-0.14470493128536782,-0.02702702702702703,0,22,55,52,96,265,171,148,101,181,151,69,174,1452,14,271,278,115,4,38,679,14,14,154,1237,74,9,2014,6,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,492,556,0,0,800,800,1646,5385.07416923604,1315.9340527577938,25518.43268242549,60,800,0,492,0.1778006166495375,1.7129153819801302e-4,0.011647824597464886
2014-07-01T00:00:00Z,-0.12758620689655173,6380,-0.0625,-0.0603448275862069,0,-0.11764705882352941,-0.0456989247311828,-0.016877637130801686,-0.09032258064516129,-0.10236220472440945,-0.058333333333333334,-0.05555555555555555,-0.0784313725490196,-0.1782178217821782,-0.14449696151249156,-0.05263157894736842,-0.07024793388429752,-0.12251655629139073,-0.03571428571428571,0,-0.4090909090909091,-0.18972895863052783,-0.14285714285714285,0,-0.18614718614718614,-0.16693548387096774,-0.02,-0.1111111111111111,32,116,39,119,372,237,155,127,240,198,51,202,1481,19,242,302,140,5,44,701,7,21,231,1240,50,9,2014,7,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,416,453,0,0,910,910,1756,6791.073354231975,1687.1438871473354,27416.39670846395,73,910,0,416,0.2213166144200627,0,0.007523510971786834
2014-08-01T00:00:00Z,-0.10547516037595106,6703,-0.16666666666666666,-0.04285714285714286,0.08163265306122448,-0.052980132450331126,-0.04666666666666667,-0.03669724770642202,-0.06532663316582915,-0.10185185185185185,-0.03626943005181347,-0.08152173913043478,-0.1875,-0.1232876712328767,-0.11827321111768184,-0.07692307692307693,-0.03745318352059925,-0.11498257839721254,-0.02857142857142857,0,-0.2857142857142857,-0.13442622950819672,0,-0.025,-0.16822429906542055,-0.1492842535787321,-0.03773584905660377,0.047619047619047616,12,70,49,151,450,218,199,108,193,184,32,146,1691,26,267,287,175,2,35,610,3,40,214,1467,53,21,2014,8,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,415,512,0,0,1070,1070,1947,6568.229897061017,1746.7058033716246,31045.59555422945,67,1070,0,415,0.20005967477248993,1.491869312248247e-4,0.0070117857675667614
2014-09-01T00:00:00Z,-0.15315873296761634,11302,-0.05128205128205128,-0.12605042016806722,-0.04938271604938271,-0.017123287671232876,-0.06576980568011959,-0.045346062052505964,-0.10869565217391304,-0.18779342723004694,-0.06331877729257641,-0.08504398826979472,-0.05454545454545454,-0.05181347150259067,-0.1989644970414201,-0.047619047619047616,-0.07945736434108527,-0.17419354838709677,-0.03498542274052478,-0.14285714285714285,-0.35106382978723405,-0.2854609929078014,0,-0.06976744186046512,-0.28440366972477066,-0.1596244131455399,-0.0196078431372549,-0.07692307692307693,39,119,81,292,669,419,230,213,458,341,55,193,2704,42,516,465,343,7,94,1128,12,86,436,2130,204,26,2014,9,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,667,757,0,0,1853,1853,3077,7670.088391435144,2141.6133427711907,28889.351619182446,103,1853,0,667,0.16333392319943374,8.847991505928154e-5,0.0056627145637940185
2014-10-01T00:00:00Z,-0.07220828530747847,14749,-0.09836065573770492,-0.0364963503649635,-0.0375,-0.03896103896103896,-0.048167539267015703,-0.027777777777777776,-0.04149377593360996,-0.06097560975609756,-0.03908045977011494,-0.04337899543378995,-0.04054054054054054,-0.07924528301886792,-0.08439620081411126,-0.02531645569620253,-0.03121852970795569,-0.08522727272727272,-0.023853211009174313,0,-0.3220338983050847,-0.12109744560075686,0,-0.022988505747126436,-0.15060240963855423,-0.09393491124260354,-0.019704433497536946,0,61,137,160,231,955,684,482,328,435,438,74,265,3685,79,993,704,545,7,59,1057,13,87,332,2704,203,31,2014,10,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,1038,1116,0,0,5175,5175,6980,7347.459759983728,1670.8568038511087,32909.33975184758,126,5175,0,1038,0.5081022442199471,1.3560241372296427e-4,0.010983795511560106
2014-11-01T00:00:00Z,-0.04669734704926908,14776,-0.0136986301369863,-0.01488095238095238,-0.007407407407407408,-0.06143344709897611,-0.012965964343598054,-0.01806451612903226,-0.03899721448467967,-0.06597222222222222,-0.016260162601626018,-0.019801980198019802,-0.014492753623188406,-0.03133903133903134,-0.06278669724770643,-0.04225352112676056,-0.017892644135188866,-0.04016620498614958,-0.01,0,-0.2553191489361702,-0.06759259259259259,0,-0.030927835051546393,-0.1423611111111111,-0.07590306355738455,-0.006289308176100629,0,73,336,135,293,1234,775,359,288,615,505,69,351,3488,71,1006,722,500,17,47,1080,38,97,288,2187,159,43,2014,11,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,421,489,0,0,2623,2623,4148,11905.35158364916,3509.59698159177,38701.92169734705,180,2623,0,421,0.2169057931781267,0,0.005278830536004331
2014-12-01T00:00:00Z,-0.06334841628959276,6630,-0.047619047619047616,-0.01904761904761905,0.027777777777777776,-0.056818181818181816,-0.0327455919395466,-0.0196078431372549,-0.015151515151515152,-0.08208955223880597,-0.046296296296296294,-0.0335195530726257,-0.1111111111111111,-0.06818181818181818,-0.06725755995828989,-0.06666666666666667,-0.04779411764705882,-0.04827586206896552,-0.018072289156626505,0,-0.13636363636363635,-0.07924528301886792,0,0,-0.13138686131386862,-0.10318142734307825,-0.04411764705882353,0.05555555555555555,21,105,72,176,397,306,132,134,216,179,27,132,1918,30,272,290,166,4,44,530,9,84,137,1163,68,18,2014,12,0.8578348,24.34269,3.3,15370,3.6,74.306,1.767,62.0762,98.4,16.3,110.3165,102.6355,1.01811,1.148596,1.189409,0.5039557,20.54841,137.9776,75.55556,81.19585,2.22,8.788,1.882,335,365,0,0,1346,1346,2041,7539.399547511312,2416.528959276018,38689.578280542984,76,1346,0,335,0.24223227752639517,0,0.004977375565610859
2015-01-01T00:00:00Z,-0.10974593919200333,4802,-0.05263157894736842,-0.04918032786885246,-0.05555555555555555,-0.1509433962264151,-0.08097165991902834,-0.01694915254237288,-0.0423728813559322,-0.11607142857142858,-0.05223880597014925,-0.019867549668874173,-0.12121212121212122,-0.1839080459770115,-0.1211667913238594,-0.09090909090909091,-0.07881773399014778,-0.12027491408934708,-0.024096385542168676,0,-0.3888888888888889,-0.17366946778711484,-0.23076923076923078,-0.14285714285714285,-0.10869565217391304,-0.11959798994974874,-0.05405405405405406,0,19,61,18,106,247,177,118,112,134,151,33,87,1337,22,203,291,83,2,36,357,13,21,138,995,37,4,2015,1,0.8459926,24.54951,3.9,14420,3.6,74.332,1.777,61.0878,98.2,15.9,109.1522,100.9205,1.01474,1.128069,1.170641,-3.545763,17.41163,125.6477,72.22223,81.9763,2.15,9.1081,1.882,450,470,0,0,976,976,1626,6236.827155351937,1368.3998334027488,34062.01541024573,29,976,0,450,0.24656393169512703,2.0824656393169514e-4,0.009371095376926281
2015-02-01T00:00:00Z,-0.07997545510329311,4889,0,0,-0.04878048780487805,-0.09615384615384616,-0.03125,-0.03333333333333333,0.046511627906976744,-0.07142857142857142,-0.025806451612903226,-0.0718954248366013,0,-0.10784313725490197,-0.0890625,-0.05555555555555555,-0.041666666666666664,-0.08156028368794327,0.010416666666666666,0,-0.10344827586206896,-0.12393162393162394,0,-0.014925373134328358,-0.1891891891891892,-0.10561797752808989,-0.034482758620689655,-0.1,10,62,41,104,256,210,129,98,155,153,40,102,1280,18,168,282,96,5,29,468,2,67,185,890,29,10,2015,2,0.8459926,24.54951,3.9,14420,3.6,74.332,1.777,61.0878,98.2,15.9,109.1522,100.9205,1.01474,1.128069,1.170641,-3.545763,17.41163,125.6477,72.22223,81.9763,2.15,9.1081,1.882,354,385,0,0,1248,1248,1877,6313.97013704234,1500.7089384332173,34146.315401922686,38,1248,0,354,0.33115156473716506,0,0.01063612190632031
